[-1441,-2228,8],1
1309,-2069,12,2
-114,1472,12,1
2342,1428,9,2
151,958,9,1
-909,2462,11,2
1764,23,8,1
-1949,1516,7,1
-1274,1686,7,1
-1727,-1237,10,1
2419,35,11,2
-1106,137,11,2
-1801,-904,11,1
-856,-868,8,1
-1714,-1036,9,1
-838,1140,10,1
22,828,7,1
-1735,398,7,1
1734,1156,11,2
274,2566,12,2
-2657,-415,8,1
-827,-2571,10,2
-555,1808,12,1
2796,586,11,2
-1857,-2161,10,2
-1608,-1566,10,1
555,-2194,9,1
646,-2281,10,2
1892,86,10,1
365,-2643,12,2
-1739,1082,9,1
-1160,-2476,12,2
-970,-1846,11,2
-431,574,11,2
-2393,686,7,2
1966,1189,11,2
-721,453,8,1
1461,-1159,9,1
492,2620,11,2
194,432,11,2
1074,527,12,2
-1298,2124,10,2
2266,758,12,2
-1067,2285,12,2
-1735,398,11,2
745,-1028,8,1
261,2873,9,1
680,1205,7,1
2414,-579,8,2
-2434,1363,10,2
-249,-381,12,2
900,2291,11,2
-440,2884,10,1
1313,-2691,11,2
-793,1720,7,1
-1531,-524,12,1
-1160,-1369,7,2
-1924,-2262,7,2
-36,-2279,12,2
-2354,527,11,2
-447,268,7,1
-597,-1349,9,2
-1284,2490,9,1
-1561,-1942,9,2
1334,-941,7,1
1069,-656,10,1
-2400,1404,8,1
1624,2267,8,2
555,-2194,11,2
-1549,2144,8,2
47,636,11,2
-500,-1136,8,1
469,367,12,2
-2830,-340,9,2
1499,-1927,10,1
372,2682,12,2
2089,-1752,8,1
-765,570,8,1
2548,-1575,9,2
-2657,-415,11,2
-864,-1327,9,2
-2622,-995,9,2
1112,63,8,1
1623,2431,11,2
-583,-226,9,1
164,1130,11,1
-110,-1030,12,2
2038,1866,7,2
-531,-1270,11,2
1910,1163,8,2
1334,-941,12,1
-464,1578,8,1
-1410,-574,7,1
523,699,12,2
-2057,318,8,2
-622,-543,8,1
1313,-2691,9,2
-1371,-1748,12,2
-2115,133,11,2
-1714,-1036,12,1
2072,-255,9,1
-76,-2609,12,2
-989,-2291,11,2
-224,715,12,2
2363,-361,8,2
32,-90,8,1
2416,-1380,8,2
-2208,-60,11,2
-2504,261,10,2
2258,-526,8,1
-328,296,10,2
-112,2036,7,1
-352,-2051,8,2
1271,-530,10,1
-762,-1981,8,2
630,1508,10,1
-1510,-1943,8,2
599,1293,7,1
2224,-1574,9,2
-110,-2602,11,2
-914,-2637,12,2
2140,-1690,11,2
-1996,-1889,11,2
-2654,573,9,1
151,958,7,1
-1924,-2262,12,2
2305,-1780,11,2
2287,-543,7,1
406,-2490,9,1
339,-290,12,2
-765,570,12,2
2201,-1599,8,1
1316,2465,9,1
769,2649,12,2
264,-311,12,2
2265,511,12,2
1566,-959,7,1
1441,-2501,7,2
-941,-1112,12,2
-1077,1403,8,1
-718,1703,12,2
312,2932,12,2
2371,-281,11,2
1098,1577,8,1
1238,-178,10,1
672,-35,7,2
1271,-530,9,1
-1857,-980,10,1
-272,-1623,11,1
-2979,346,7,2
2117,-1644,11,2
-1464,1247,12,2
-771,629,9,1
1503,-1648,7,1
-1093,-2173,7,1
-1903,-834,12,1
375,1636,7,1
1598,1415,9,1
-740,-1446,9,1
1021,-2160,9,2
-1041,-751,8,1
1346,1177,12,2
-2127,482,10,2
1618,1747,7,1
-2310,1133,10,2
-2394,703,10,2
-2743,-294,9,1
2207,169,10,1
11,-2059,12,2
-431,-2532,7,1
885,-2451,11,2
194,432,11,2
816,2571,12,2
22,828,12,2
-2480,901,11,2
266,407,8,1
-729,1270,8,1
520,-1956,9,1
-1549,2144,10,1
-1265,1417,12,2
-825,242,12,2
-1046,-1966,11,1
646,-2281,10,2
-213,-724,10,1
311,1215,9,1
-1306,441,7,1
1602,-1406,11,2
1566,-959,9,1
-367,1956,11,2
406,-2490,8,1
-187,2851,7,1
2424,210,10,2
-1735,398,12,2
1723,-1443,11,2
1892,86,11,2
-166,1250,12,2
1697,313,10,2
151,958,9,1
-2586,-696,9,2
-2102,-1748,9,2
952,868,9,2
-828,-1915,12,2
-2184,1308,7,2
1158,1539,10,1
555,-2194,10,2
-718,-2432,12,2
1795,570,7,1
520,-1956,12,2
-460,1222,11,1
1461,-1159,10,1
2907,585,8,2
967,-173,12,2
1464,436,8,1
-12,-1668,7,1
-390,-2189,11,2
-1386,-17,11,1
232,-2886,12,2
-1924,-2262,9,1
-2177,634,8,1
2304,-205,11,1
1834,-281,8,1
372,2682,9,1
-2534,20,11,2
690,-2153,7,1
-1064,-1638,12,2
567,-1558,12,2
-209,-1490,12,2
-1949,1516,8,2
40,1542,12,1
846,-829,9,1
-1084,1374,10,2
152,126,7,2
-2642,-1366,8,2
-76,-2609,9,2
-135,-459,8,2
-682,-2177,10,2
1997,-1187,8,1
-1571,-2100,10,2
2700,1243,8,2
920,2175,8,1
2911,-343,9,2
-1208,-1560,12,2
841,622,7,1
1864,849,9,2
-2354,527,8,2
-2609,-1047,10,2
-763,-1235,10,2
1461,-1159,10,1
1795,1492,12,2
-1027,1647,9,1
-1137,-44,10,2
1444,784,12,2
1477,-1706,12,2
-2000,725,12,2
2700,1243,7,2
1441,-2501,9,2
1887,559,7,1
-1703,-455,12,1
-714,-124,12,2
-843,1100,7,1
-1204,-1867,9,1
2956,477,11,2
-13,-2674,12,2
194,432,9,1
1002,-943,7,1
285,-2520,7,2
-1371,-1748,8,1
1503,-1648,11,2
2384,283,12,2
1309,-2069,8,1
-2683,855,10,2
2614,1312,10,2
630,1508,10,1
2730,-901,11,2
-1145,-1874,7,1
-254,-1804,9,2
-788,2045,7,1
273,-1002,12,1
-1259,2369,9,2
1011,-1783,9,1
167,-223,7,1
1788,121,11,2
-2127,482,7,2
2472,-99,11,2
-952,742,9,1
2732,297,9,2
439,716,7,2
59,588,7,2
-2303,-967,12,1
1997,-1187,9,1
1011,-1783,12,1
2907,585,11,2
952,868,9,1
-1512,-2589,11,2
2265,511,10,1
-734,-2639,11,2
114,1362,8,1
851,-2644,8,2
-1007,569,8,1
1423,1045,7,2
-1077,2170,8,1
1601,-2131,9,1
2161,1987,12,2
-1537,1158,7,1
2470,-154,10,2
-1093,-2173,7,1
-664,465,8,1
-141,-2437,10,2
-761,403,12,2
-221,-2105,9,2
1910,1163,9,1
2341,-1754,7,2
-1209,-1095,11,1
-27,-481,7,1
343,-709,10,2
2086,-947,10,1
702,-2692,10,2
-2333,1773,10,2
-344,-2542,8,1
-1160,-2476,7,1
-752,-1975,11,1
-1999,365,10,1
-1739,1082,12,2
1600,1601,7,1
2265,511,7,1
1569,-5,8,1
1552,2422,11,2
2845,-660,8,2
690,-2153,11,2
-1410,-574,9,1
406,-2490,7,1
-1145,-1874,8,1
-386,-1020,9,2
14,579,7,1
-1238,1778,12,2
-1003,806,9,2
-548,2434,8,1
-390,-2189,12,2
1334,-941,7,1
1076,1777,12,2
1945,-949,8,1
-1195,679,7,1
385,-2556,8,2
1083,2123,9,2
32,-90,9,1
2222,327,8,2
-1084,1374,9,2
114,1362,11,1
-1903,-834,8,1
-843,1100,10,1
2719,462,11,2
2845,-272,10,2
-1966,2225,9,2
-1687,-766,10,1
167,-223,7,1
-1962,448,9,2
2881,-423,10,2
312,2932,10,1
-1445,-1695,9,1
2543,1467,10,2
-813,2749,7,1
-2462,-467,7,1
2176,1221,12,2
412,2063,9,1
754,2088,12,2
-952,-2573,10,1
-221,-2105,12,2
-1215,809,7,2
-535,326,11,2
943,-1249,7,1
-367,1956,8,1
-737,399,11,2
-473,1074,12,1
-2796,-747,11,2
-39,1167,7,1
1734,1156,7,2
1316,2465,7,2
626,-565,11,2
-1412,-138,11,1
-1178,-1366,9,1
-597,-1349,9,2
1408,960,10,1
-2053,155,8,1
913,-2066,12,2
874,334,8,1
-1683,-299,10,1
695,-137,7,1
2780,503,11,2
166,-673,7,1
567,-1558,8,1
-789,2242,11,2
-173,521,12,2
162,2436,7,1
-76,-2609,9,1
2416,-1380,7,1
-1988,725,11,2
128,1119,7,1
1418,-3,11,2
2120,-520,10,1
-855,-1677,7,1
-2400,1404,7,2
-227,2105,7,1
1297,1888,12,2
-1423,-416,7,1
2667,-1007,9,1
1288,-46,11,1
-615,-2733,9,2
2230,43,8,1
-2983,198,11,2
646,-2281,9,2
1994,-2188,8,2
1346,1177,11,2
2881,-423,7,1
-2310,1133,9,1
-104,2450,11,1
-2249,-1182,7,1
-1080,-775,8,1
-1129,389,10,1
2667,-1007,11,1
-1652,104,12,2
-629,-313,12,2
1015,-2136,12,2
-2580,-932,7,2
-1815,-1936,10,1
-416,286,9,2
1598,1415,9,2
434,2385,12,2
261,2873,8,1
-2462,-467,8,1
730,-364,7,1
1392,-288,8,1
-1431,-1228,9,1
1350,-1711,10,1
-1088,-833,12,1
1079,2137,10,2
2744,-737,9,2
264,-311,9,2
-1115,1973,12,1
2033,1370,7,2
1158,1421,10,2
-1827,1639,9,2
-224,715,7,1
-2018,1666,10,2
880,1254,8,1
-615,-2733,9,2
-2027,-1946,9,2
2417,-1134,7,1
467,-2090,11,2
-2845,-904,7,1
-2209,52,9,2
2379,950,7,1
-2554,1533,10,2
2641,-509,8,2
-1982,839,10,2
-1044,1684,9,1
-300,-2226,9,2
1023,-1361,8,1
-1194,237,9,1
1398,-815,12,1
-235,1617,11,2
-1908,806,12,2
-2624,-343,7,1
-1857,-980,11,1
2471,1543,12,2
1444,784,9,2
-1065,-2158,8,1
166,-673,7,1
966,804,10,2
-1201,2608,10,2
-2371,1701,7,1
-38,1729,11,1
842,-1411,11,2
0,-34,10,1
-848,1788,11,2
-2310,1133,11,2
646,-2281,7,1
-76,-2609,12,2
1541,-1958,8,1
2161,1987,9,1
-884,-212,10,1
2241,1815,12,2
1515,-1816,7,1
409,1966,8,1
-2249,1345,7,1
1969,466,11,2
-2535,1160,12,2
-1039,-2526,10,2
-2447,-176,10,2
-1736,-2388,9,1
-1793,583,11,2
-2333,1773,10,2
1197,-2068,9,1
1781,1630,10,2
-2971,-268,10,1
1566,-959,11,1
-2009,-970,12,2
2206,766,7,2
-406,2134,12,2
1349,-184,8,2
1239,698,9,1
-718,-2432,8,2
1674,412,8,2
-934,-2330,7,2
-124,2958,12,2
-1966,1114,11,2
-425,2321,12,2
221,1140,9,1
1457,1156,12,2
57,-223,7,1
1598,1415,12,2
790,1754,8,1
151,958,9,1
-1577,1521,10,2
1083,2123,10,2
589,-2715,7,1
-2045,-1855,7,1
271,-35,11,2
-622,-543,8,1
1047,800,9,1
-1830,-831,12,1
-884,-212,9,1
752,2270,8,1
-714,-124,10,1
-1148,515,12,2
-2241,112,8,1
-1124,-2738,12,2
-150,345,7,1
-38,1729,11,1
-665,-2313,11,2
162,2436,11,2
395,2159,10,2
-2241,112,9,1
-2057,836,10,2
1997,-1187,11,1
-309,2524,10,2
-490,652,12,2
2907,-439,10,2
2587,-956,9,1
-2971,-268,7,2
-1274,1686,10,2
-1442,1393,9,2
-1069,163,7,1
1519,-1937,10,1
-2237,-1160,10,1
-2851,-30,12,2
-666,-1708,11,2
621,392,9,1
1081,1216,11,2
1858,986,8,1
2833,-337,11,2
312,2932,7,2
-716,692,7,1
983,-1428,8,1
-270,-370,11,2
1505,1441,12,2
2293,-1587,11,2
-1077,1403,11,2
716,39,12,2
2763,-522,9,1
528,-1808,10,2
-912,66,7,1
303,-3,10,2
1874,1662,10,2
2120,-520,7,1
-1333,-813,10,1
852,-2842,7,2
-2009,1636,8,2
874,334,8,1
2339,-1458,9,1
-1608,-1566,11,2
6,260,7,1
-2564,247,11,2
-2394,703,11,2
-114,-1206,11,2
-1510,-1943,10,1
1600,1601,11,2
2196,469,11,2
874,334,8,1
1819,1537,10,2
2574,458,7,1
2806,572,8,2
-2006,739,7,1
-641,589,9,1
-121,662,11,1
-345,1002,7,1
-2057,836,9,2
1935,-1522,11,1
-1104,-640,11,1
-984,1742,10,2
-676,1222,8,1
-1284,2490,8,2
-2288,1837,10,2
1524,342,8,2
2337,622,12,2
-1593,2063,7,1
35,-1221,7,1
-1234,-1776,11,2
1934,-1748,8,1
2492,468,12,2
658,1412,10,1
1668,1999,10,2
-1867,-1765,11,1
-187,2851,9,1
227,1848,7,1
1320,429,12,2
1468,-594,12,1
1712,1809,11,2
-2624,-343,8,2
-1857,-2161,7,1
-231,-2828,8,2
-864,-1327,8,1
808,568,12,2
2140,-1690,9,2
-1967,-748,10,1
1154,-467,12,1
-828,-1915,10,2
1408,960,12,2
-511,-650,8,1
166,-673,11,2
-2177,634,11,2
1049,-338,9,1
2757,717,11,2
1715,-1408,7,1
-2354,527,10,1
-2092,-680,12,2
-1792,2374,7,1
1945,-949,9,1
-570,-1217,9,1
-1955,2097,8,2
1764,23,10,1
9,1460,9,1
-362,1983,10,1
1156,-2393,9,2
-464,1578,9,2
2511,-458,10,2
-170,1813,8,1
-753,-2628,12,2
966,804,9,2
-721,453,10,1
-1857,-980,12,1
-169,2968,8,2
-2642,-1366,7,2
-268,-1005,11,2
2287,-543,8,1
2304,-205,11,2
-1025,2382,7,1
2363,-361,11,2
6,260,11,2
1418,1344,9,1
-1032,2657,7,1
-2332,71,10,1
-1148,515,11,2
2587,-956,11,2
2149,2066,12,2
1158,1539,11,2
74,249,7,1
1858,986,8,1
-650,870,10,1
2543,1467,12,2
464,2906,7,1
2202,1512,9,2
-2238,-590,11,1
185,-247,9,1
-709,2105,8,1
686,-877,7,1
1274,2328,11,2
2669,1075,12,2
-2354,527,11,2
-2851,-30,10,2
-664,465,12,2
2806,572,11,2
2907,585,10,2
124,1685,7,1
456,-1497,10,2
-2063,1620,8,2
-810,-2763,8,2
-390,-2189,8,2
-665,-2313,11,2
-236,105,8,2
1238,-178,12,1
1503,-1648,11,2
-114,-1206,10,2
-2208,226,11,2
-1092,-309,9,1
1803,-1231,8,1
2414,-579,10,2
-110,-2602,7,2
-2030,1571,12,2
264,-311,12,2
-1966,2225,7,2
-120,-2152,12,2
-1464,1247,8,2
-103,1586,9,1
377,-2797,7,1
-1889,782,10,1
1054,1894,7,1
-208,-1711,7,2
1803,-1231,7,1
-1758,-1778,7,1
-431,574,8,1
1848,1756,8,2
821,-1997,12,2
-1410,-574,8,1
544,1119,11,1
1821,512,12,2
-2237,537,12,2
1751,1969,8,2
-1061,1047,10,1
1392,-288,11,1
-1067,2285,7,2
-716,692,9,1
1710,-1019,8,1
-231,-2828,10,2
1823,-348,7,1
-2541,-597,8,1
-2288,1837,12,2
539,-360,8,1
786,108,10,1
-1384,-1579,12,1
14,579,9,1
2120,-520,7,1
603,-2366,12,2
-1238,1778,8,2
-1512,-2589,9,2
-507,1035,8,1
2447,105,9,2
-2983,198,7,1
-1819,-1370,10,1
-547,-2763,11,2
-994,-1172,9,1
921,608,12,2
1723,-1443,9,2
1918,-441,9,2
-975,2223,11,2
-2983,198,8,2
-1924,-2262,12,2
874,334,7,1
1316,2465,10,1
-1164,-2006,8,1
-509,-1652,10,2
-2579,-644,11,2
1540,-1303,9,2
714,2207,9,1
-824,-1835,11,2
406,-2490,12,2
-834,-2055,11,2
-934,-2330,8,1
162,2436,11,2
878,-925,8,1
533,-2427,8,2
2779,842,10,2
-2462,-467,8,2
-2447,-176,8,2
1945,-949,8,1
-793,1720,7,2
-1185,312,9,1
-114,1472,8,1
-1962,448,7,1
1834,-281,8,1
-401,625,11,2
2473,104,10,2
-235,1617,10,1
-2386,-1718,12,2
2041,425,10,2
-1115,1820,8,1
1503,-1648,12,2
1392,-288,11,1
2176,1221,7,2
1538,1688,8,2
-1982,839,9,1
-2657,-415,7,1
-344,-2542,12,2
-1279,521,8,1
1371,113,10,1
1054,1894,12,2
-2465,282,8,2
2711,-530,12,2
-219,-1185,10,1
1848,1756,8,2
2870,-610,11,2
1135,495,7,2
923,290,7,2
978,-2763,8,2
-1152,1280,10,1
-636,597,11,2
100,-2355,11,2
-1966,1114,9,1
2777,123,10,1
2086,-947,8,1
372,2682,11,2
114,1362,11,1
-807,-2458,12,2
1677,1720,8,2
-120,-2152,8,2
2711,-578,7,1
2606,-646,12,2
-1873,1337,8,2
1524,342,11,2
-718,-2432,12,2
13,2556,8,2
1408,960,11,2
190,1784,8,1
1499,-1927,9,1
-1329,-214,11,1
769,2649,12,2
2200,1028,12,2
242,-459,8,1
-1737,-1671,11,2
2282,-62,12,2
-277,1521,10,1
-2354,527,11,2
1392,-1978,11,2
-1732,-1445,12,2
-2152,-1900,8,1
690,2647,9,2
874,334,7,1
-2654,573,12,2
-556,2234,10,2
1241,170,11,2
-2116,1016,7,2
-1284,2490,7,2
-328,296,9,2
555,-2194,10,2
-150,345,12,2
-802,-360,9,1
632,642,10,2
-710,1883,10,1
-1999,365,10,1
841,622,8,1
1505,1441,9,2
-1935,1557,8,2
-2664,-156,9,2
372,2682,11,2
674,2040,12,2
-2434,1363,9,2
85,2271,9,1
-1819,-1370,12,2
-1065,-2158,7,1
2264,1560,8,1
266,-1929,9,1
2507,-853,11,2
-671,845,9,1
490,-1635,7,2
339,-290,7,2
-793,1720,7,1
2201,-1599,12,2
743,-2875,9,2
2611,326,11,2
-1801,-904,9,1
2473,104,10,1
1011,-1783,9,1
-1464,1247,9,2
905,1119,10,2
1578,1877,9,2
1601,-2131,11,2
2341,-1754,8,1
-1238,81,7,1
-1371,-1748,12,2
1089,241,7,1
-103,1586,7,1
-1160,-1369,9,1
2337,622,7,2
716,1141,9,1
2086,-947,9,1
1348,1110,8,1
185,-247,12,2
2384,283,9,2
-2434,1363,12,2
-622,-543,9,1
1089,241,11,1
-1234,-1776,12,2
-1410,-574,11,1
-1510,-1943,7,2
2650,636,12,2
2667,-1007,12,2
1011,-1783,12,2
1935,1170,7,2
1271,-530,7,1
1074,527,12,2
-692,1954,12,2
-1929,2219,7,2
2758,719,8,1
-2683,855,10,1
2332,1516,11,2
1526,-1787,9,2
1723,-1443,9,2
-763,-1235,9,1
-2375,1181,8,1
539,-360,12,2
-38,1729,9,1
-394,874,7,2
-217,-125,12,2
9,1253,7,2
-2127,-1057,8,1
-1464,1247,7,1
-644,2550,8,1
-1731,-2368,8,2
-1652,104,12,2
770,-136,10,2
-2235,1117,11,2
531,-98,10,2
-490,652,8,2
-1476,1088,8,2
1423,1045,10,2
-60,1708,11,1
892,2007,10,2
684,1683,8,2
-1152,1280,12,2
439,2234,12,2
1969,-1824,7,1
-1080,-775,10,1
1750,2406,10,2
-224,715,11,2
1522,-599,11,1
632,642,8,1
-834,-2645,9,2
-1354,-1863,10,2
2172,-520,8,2
-1988,725,8,2
2711,-578,9,2
854,1251,9,1
-37,2100,10,2
-989,-2291,12,2
-1793,583,11,1
983,-1428,12,2
690,-2153,12,2
-1319,-2438,7,1
227,1848,10,1
686,-877,8,1
1935,1170,9,1
456,-2740,12,2
2674,256,12,2
-173,521,7,1
1734,1156,11,2
-1245,1417,7,2
-2120,530,8,1
677,2579,7,2
1232,-1435,10,1
-1069,163,9,1
-1185,312,7,1
1987,1323,11,2
-2345,-314,7,1
-1250,1187,10,1
-447,268,8,1
1392,-1978,11,1
377,-2797,8,2
-564,715,7,1
-2410,252,12,2
-385,-171,7,1
2758,719,7,2
2287,-1791,7,2
173,348,12,2
456,-1497,7,1
-954,-2383,10,2
1226,-1979,12,2
2304,-205,8,1
116,690,12,2
-2746,-975,8,2
-2071,780,7,1
-1319,-2438,8,2
142,-1439,10,2
1288,-46,9,1
74,249,7,1
-2116,1016,7,2
194,432,12,2
943,-1249,9,1
-1758,-1778,7,1
-825,242,12,2
1824,280,12,2
920,2175,11,2
1153,149,10,1
-869,105,8,2
2196,469,12,2
-2447,-176,8,2
2543,1467,8,2
1410,2626,10,2
-1476,1088,8,2
-1429,444,12,2
-640,-1054,10,2
-1727,-1237,10,1
2720,970,7,2
-526,-1369,7,1
-761,403,8,1
-1027,1647,11,2
-1880,2146,11,2
1292,-2356,10,2
-912,66,12,1
-1700,-19,9,1
2596,-1028,11,2
1158,1539,7,1
520,-1956,8,2
603,-2366,8,2
1081,1216,7,1
1751,1969,11,2
-838,1140,11,1
2472,-99,8,1
1668,1999,10,2
1154,-467,10,1
-66,-1051,9,1
2120,1831,8,2
1408,960,11,2
-2393,686,10,2
1364,509,7,2
-1137,-44,7,1
2835,633,9,2
2473,104,8,2
-318,1732,7,1
2419,35,12,2
-2630,281,10,2
-869,105,10,1
-1106,137,7,1
1139,1931,9,1
2422,473,11,2
-490,652,7,1
-213,-724,9,1
1601,-2131,12,2
-762,-1981,12,2
1451,90,9,1
2796,586,10,2
-1298,2124,7,2
689,1504,7,1
-682,-2177,8,1
329,978,9,1
1309,-2069,7,1
2341,-1754,9,2
-2299,-1023,11,1
2238,1891,7,2
1028,-2394,10,2
-2184,1308,9,1
-1726,-1711,12,2
-1561,-1942,12,2
2507,-853,11,2
329,2084,11,1
-150,345,10,1
-1319,-2438,9,2
1011,-1783,12,2
555,-2194,7,2
-2237,537,10,2
2089,-1752,9,1
-2830,-340,9,1
-66,-1051,7,2
1069,-656,7,1
133,2076,9,1
-208,-1711,12,2
-2057,318,7,2
-217,-125,7,2
1309,-2069,11,2
-470,611,11,2
1112,63,7,1
2548,-1575,11,2
2898,329,8,2
-2622,-995,10,2
-1160,-2476,10,2
-722,-1514,12,2
900,2291,10,1
1028,-2394,8,1
-1092,-309,12,2
-2006,739,11,2
274,2566,11,2
885,-2451,9,1
1764,23,12,2
1874,1662,11,2
626,-565,8,1
2120,-520,7,1
-765,570,9,1
563,-751,9,1
-1470,1064,12,2
-1279,521,11,2
1524,342,7,1
-666,677,10,1
1623,2431,11,2
151,958,8,1
164,1130,12,2
-112,2036,10,1
-352,-2051,8,1
-2834,198,11,2
855,-660,7,1
35,-1221,11,2
-166,1250,12,2
1750,2406,10,2
2224,-1574,12,2
-2504,261,8,1
-1137,-44,7,1
2102,744,11,2
1821,512,10,1
1079,2137,11,2
-1104,-640,12,1
35,1218,10,2
1089,241,11,2
690,-2153,11,2
9,1253,10,2
745,-410,11,2
672,-35,12,2
-310,-1954,8,2
1232,-1435,7,1
1887,559,11,2
523,699,8,2
2255,1173,12,2
2293,-1587,8,1
375,1636,10,1
626,-565,7,1
-1857,-980,8,1
1425,-947,10,1
2305,-1780,9,1
-636,-2398,12,2
-2178,606,12,2
-2363,-436,8,1
-1041,-751,10,1
2587,-956,11,2
1451,90,11,2
2907,585,11,2
-1880,2146,12,2
-231,-2828,12,2
1618,1747,8,1
-2658,-475,8,2
1425,433,10,1
-12,2999,10,2
-431,-2532,7,2
2120,1831,7,1
2371,-281,12,2
2258,-526,12,2
-2782,398,9,2
1672,609,8,1
2959,-4,10,1
-492,2439,10,1
-2743,-294,9,2
-1726,-1711,11,2
-793,1720,9,1
-1792,2374,11,2
-1243,2012,8,2
-1003,806,12,2
2574,458,12,2
-914,-2637,7,2
689,1504,8,1
456,-1497,8,1
-1758,-1778,11,1
-390,-2189,10,1
-1735,398,7,1
684,1683,11,1
1292,-2356,12,2
2441,-296,11,2
-227,2105,10,1
-1903,-834,9,1
-788,2045,7,1
730,-364,11,2
854,1251,12,2
-2983,198,8,1
-1429,444,12,2
1600,1601,12,2
-1238,1778,9,1
298,2965,7,2
372,2487,7,1
1883,2066,8,1
-768,-1653,11,2
-2102,-1748,11,2
-2654,573,9,1
1795,570,8,1
630,1508,12,1
329,2084,10,1
1697,313,9,1
-1464,1247,7,1
-1046,-1966,10,2
841,622,10,2
2911,-343,10,2
-765,570,8,1
716,39,11,2
-1531,-524,11,1
2881,-423,9,1
1464,436,10,2
-64,70,10,2
-2184,1308,7,1
551,-33,10,2
11,-2059,8,1
-861,-1538,9,1
-1104,-640,7,1
-2124,1532,9,1
2587,-956,11,2
-752,-1975,10,1
266,-1929,9,1
-2208,-60,8,1
151,958,11,1
276,602,12,2
152,126,7,1
-460,1222,10,1
725,-2279,11,2
-2480,901,8,2
-369,-2160,11,2
730,-364,11,2
967,-173,8,1
-2436,1144,8,2
846,-829,10,1
1457,1156,7,2
-2354,527,8,2
-470,611,7,1
-121,662,8,1
646,-2281,8,2
-1234,-1776,12,2
1499,-1927,11,1
1451,90,7,1
-236,105,8,1
-120,-2152,10,2
2342,1428,7,2
1306,365,7,1
1864,849,11,2
1306,365,8,1
-2564,247,7,1
-1793,583,10,2
1515,-1816,8,1
-2177,634,8,2
-2009,1636,7,1
137,-1087,10,1
-856,-868,8,1
-1284,2490,11,2
1002,-943,12,2
-1507,-1896,9,1
-869,105,11,1
2102,744,7,2
21,-1626,7,1
1668,1999,12,2
1677,1720,12,2
261,2873,12,2
-813,2749,8,1
47,636,11,2
-13,-2674,7,1
1451,90,11,1
-12,-1668,9,1
-674,-2354,8,1
-24,1203,7,1
377,-2797,8,2
439,716,9,1
-1259,2369,9,2
2806,572,7,1
2614,1312,7,2
1135,495,12,2
586,-2342,11,2
-765,570,12,2
-1067,2285,7,1
-1000,1351,10,2
-1064,-1638,10,2
-1238,81,10,2
1441,-2501,11,2
730,-364,9,1
-24,1203,8,1
1081,1216,9,2
59,588,8,2
1712,1809,10,2
-209,-1490,7,1
329,978,12,2
40,1542,10,1
339,-290,12,2
-1201,2608,12,2
2956,477,11,2
-1466,2442,12,2
-1966,2225,8,2
-1084,1374,10,2
1165,-36,9,1
-968,-815,10,1
271,-35,10,2
-1208,-1560,8,1
-671,845,10,2
-1769,-270,10,2
1158,1421,9,1
-1537,1158,10,2
-1523,-762,12,1
1795,1492,12,2
2416,-1380,7,1
1819,1537,11,2
-1510,-1943,7,1
1477,-1706,7,1
264,-311,12,2
-27,-481,11,1
-2000,725,10,2
1756,-826,12,1
-1988,725,12,2
-2480,901,12,2
2470,-154,7,2
1348,1110,9,1
2205,803,9,2
-425,2321,8,1
456,-2740,9,2
1941,-1194,8,1
-734,-2639,12,2
-2057,836,10,2
621,392,7,1
1569,-5,9,1
-2333,1773,11,2
-829,1322,10,1
354,1709,7,1
921,608,11,1
2845,-660,12,2
638,2001,7,2
2700,1243,9,2
2441,-296,12,2
-2580,-932,12,2
273,-1002,9,2
724,-323,7,1
-386,-1020,8,1
-1510,-1943,7,1
167,-223,9,2
-834,1395,8,1
385,-2556,10,2
2222,327,9,2
-110,-1030,8,1
-1510,-1943,7,1
-1700,-19,9,1
-499,1658,12,2
923,290,9,1
2907,585,10,2
956,-994,7,1
-1999,365,9,2
-406,2134,10,1
-1769,-270,7,1
-802,-360,10,1
-583,-324,12,2
-752,-1975,12,2
-2534,20,8,1
-2434,1363,12,2
-134,-1164,9,2
2264,1560,11,2
-249,-381,10,2
-173,521,9,1
492,2620,7,1
185,-247,10,2
1910,1163,7,1
2845,-272,11,2
-1092,-309,11,2
-1148,515,9,1
-1464,1247,12,2
-390,-2189,10,2
-1873,1337,9,2
-1445,-1695,12,2
702,-2692,10,2
-1687,-766,11,1
-1955,2097,8,2
-788,2045,9,1
-39,1167,11,1
1348,1110,12,2
2606,-646,8,1
-1996,-1889,8,1
-1274,1686,10,2
-825,242,10,1
1764,23,10,2
2205,803,11,2
406,-2490,9,2
-1178,-1366,9,1
21,-1626,12,2
-661,2685,10,2
-719,789,12,2
-2541,-597,11,2
-367,1956,10,1
-2394,703,8,1
145,1049,12,2
-1507,-1896,12,2
1398,-815,9,1
-464,1578,9,1
2471,1543,11,2
1505,1441,11,2
22,828,12,2
-1254,1144,9,2
1057,-2697,8,2
-855,-1677,12,2
1883,2066,8,2
-535,326,9,1
-1423,-416,10,1
467,-2090,8,1
173,348,10,1
-66,-1051,10,2
-2796,-747,11,2
2606,-646,9,2
716,1141,9,1
808,568,12,2
978,-2763,12,2
2230,43,10,2
567,-1558,9,1
13,2556,12,2
-1272,1646,8,1
1994,-2188,11,2
1910,1163,7,1
1089,241,11,2
-2116,1016,10,1
1424,-2340,12,2
2758,719,7,1
2780,503,12,2
-829,1322,7,2
-1195,679,7,1
